,,,,Submit new DC Emoji here!,,,,,,
,Emoji name,,ID#,"Don't edit, add digital ID to column C",UUID,,,,,
\u2668,hotsprings,♨,1211900,,http://digitalcollections.nypl.org/items/510d47da-5d28-a3d9-e040-e00a18064a99,,,,,
\u2693,anchor,⚓,4043944,,http://digitalcollections.nypl.org/items/c260bdb3-9b86-4552-e040-e00a18066d81,http://digitalcollections.nypl.org/items/510d47e3-406f-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47db-b632-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/ae2f51ec-bd46-66c6-e040-e00a18066cf3,,
\u2694,crossedswords,⚔,1560451,,http://digitalcollections.nypl.org/items/510d47e2-f3b5-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/b00d2570-07cd-0133-831b-58d385a7b928,,,,
\u2697,alembic,⚗,109725,,http://digitalcollections.nypl.org/items/510d47d9-c732-a3d9-e040-e00a18064a99,,,,,
\u2699,gear,⚙,1636050,,http://digitalcollections.nypl.org/items/510d47e4-41f1-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47e4-7b01-a3d9-e040-e00a18064a99,,,,
\u269C,Fleur-De-Lis,⚜,825783,,http://digitalcollections.nypl.org/items/510d47e0-d0d9-a3d9-e040-e00a18064a99,,,,,
\u26A1,highvoltagesign,⚡,1674213,,http://digitalcollections.nypl.org/items/5e66b3e8-e1ed-d471-e040-e00a180654d7,,,,,
\u26B0,coffin,⚰,swope_1191829,,http://digitalcollections.nypl.org/items/acfeeb2d-78cf-4ce7-e040-e00a180644aa,,,,,
\u26B1,FuneralUrn,⚱,818724,,http://digitalcollections.nypl.org/items/510d47e1-0054-a3d9-e040-e00a18064a99,,,,,
\u26BD,soccerball,⚽,405551,,http://digitalcollections.nypl.org/items/510d47da-682c-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47df-a745-a3d9-e040-e00a18064a99,,,,
\u26BE,baseball,⚾,416562,,http://digitalcollections.nypl.org/items/510d47d9-a9f9-a3d9-e040-e00a18064a99,,,,,
\u26c4,snowmanwithoutsnow,⛄,1683153,,http://digitalcollections.nypl.org/items/5e66b3e8-c451-d471-e040-e00a180654d7,,,,,
\u26C5,sunbehindcloud,⛅,G91F090_013F,,http://digitalcollections.nypl.org/items/510d47e1-a562-a3d9-e040-e00a18064a99,,,,,
\u26CE,ophiuchus,⛎,1110487,,http://digitalcollections.nypl.org/items/510d47dc-8dc1-a3d9-e040-e00a18064a99,,,,,
\u26D3,chains,⛓,831723,,http://digitalcollections.nypl.org/items/510d47e1-2499-a3d9-e040-e00a18064a99,http://digitalcollections.nypl.org/items/510d47e1-2444-a3d9-e040-e00a18064a99,,,,
\u26E9,ShintoShrine,⛩,4043934,,http://digitalcollections.nypl.org/items/c260bdb3-9b43-4552-e040-e00a18066d81,http://digitalcollections.nypl.org/items/c260bdb3-9b7c-4552-e040-e00a18066d81,,,,
\u26ea,church,⛪,1160553,,http://digitalcollections.nypl.org/items/510d47d9-5075-a3d9-e040-e00a18064a99,,,,,
\u26F0,Mountain,⛰,74205,,http://digitalcollections.nypl.org/items/510d47d9-3f32-a3d9-e040-e00a18064a99,,,,,
\u26F1,umbrella-on-ground,⛱,1258783,,http://digitalcollections.nypl.org/items/510d47df-f731-a3d9-e040-e00a18064a99,,,,,
\u26F2,fountain,,833407,,http://digitalcollections.nypl.org/items/510d47e1-3681-a3d9-e040-e00a18064a99,,,,,
